fileNames,bBox,class
combinedAugmented/office0039_class06_0027.png,"[147, 117, 34, 34]",06
combinedAugmented/office0039_class72_0831.png,"[181, 1, 34, 34]",72
combinedAugmented/office0039_class35_0147.png,"[80, 120, 34, 34]",35
combinedAugmented/office0039_class65_0610.png,"[68, 146, 34, 34]",65
combinedAugmented/office0039_class37_0881.png,"[98, 7, 34, 34]",37
combinedAugmented/office0039_class03_0923.png,"[26, 117, 34, 34]",03
combinedAugmented/office0039_class55_0201.png,"[33, 58, 34, 34]",55
combinedAugmented/office0039_class86_0550.png,"[31, 112, 34, 34]",86
combinedAugmented/office0039_class69_0061.png,"[85, 84, 34, 34]",69
combinedAugmented/office0039_class77_0874.png,"[23, 132, 34, 34]",77
combinedAugmented/office0039_class25_0371.png,"[15, 143, 34, 34]",25
combinedAugmented/office0039_class38_0489.png,"[74, 26, 34, 34]",38
combinedAugmented/office0039_class89_0609.png,"[130, 87, 34, 34]",89
combinedAugmented/office0039_class33_0292.png,"[185, 63, 34, 34]",33
combinedAugmented/office0039_class15_0441.png,"[25, 123, 34, 34]",15
combinedAugmented/office0039_class41_0719.png,"[178, 79, 34, 34]",41
combinedAugmented/office0039_class23_0957.png,"[52, 130, 34, 34]",23
combinedAugmented/office0039_class29_0083.png,"[75, 59, 34, 34]",29
combinedAugmented/office0039_class63_0398.png,"[137, 65, 34, 34]",63
combinedAugmented/office0039_class94_0388.png,"[64, 91, 34, 34]",94
combinedAugmented/office0039_class98_0202.png,"[146, 115, 34, 34]",98
combinedAugmented/office0039_class48_0834.png,"[155, 54, 34, 34]",48
combinedAugmented/office0039_class22_0557.png,"[139, 161, 34, 34]",22
combinedAugmented/office0039_class40_0192.png,"[178, 99, 34, 34]",40
combinedAugmented/office0039_class11_0351.png,"[20, 56, 34, 34]",11
combinedAugmented/office0039_class97_0183.png,"[13, 157, 34, 34]",97
combinedAugmented/office0039_class51_0254.png,"[176, 65, 34, 34]",51
combinedAugmented/office0039_class82_0162.png,"[126, 103, 34, 34]",82
combinedAugmented/office0039_class62_0183.png,"[164, 137, 34, 34]",62
combinedAugmented/office0039_class04_0251.png,"[108, 148, 34, 34]",04
combinedAugmented/office0039_class47_0183.png,"[49, 135, 34, 34]",47
combinedAugmented/office0039_class24_0959.png,"[35, 143, 34, 34]",24
combinedAugmented/office0039_class66_0872.png,"[0, 57, 34, 34]",66
combinedAugmented/office0039_class59_0871.png,"[133, 32, 34, 34]",59
combinedAugmented/office0039_class64_0788.png,"[63, 154, 34, 34]",64
combinedAugmented/office0039_class87_0923.png,"[46, 154, 34, 34]",87
combinedAugmented/office0039_class90_0869.png,"[44, 134, 34, 34]",90
combinedAugmented/office0039_class99_0831.png,"[141, 15, 34, 34]",99
combinedAugmented/office0039_class45_0207.png,"[114, 48, 34, 34]",45
combinedAugmented/office0039_class31_0074.png,"[137, 124, 34, 34]",31
combinedAugmented/office0039_class14_0470.png,"[69, 188, 34, 34]",14
combinedAugmented/office0039_class08_0373.png,"[1, 65, 34, 34]",08
combinedAugmented/office0039_class56_0893.png,"[189, 28, 34, 34]",56
combinedAugmented/office0039_class95_0077.png,"[119, 161, 34, 34]",95
combinedAugmented/office0039_class30_0653.png,"[141, 135, 34, 34]",30
combinedAugmented/office0039_class09_0360.png,"[96, 91, 34, 34]",09
combinedAugmented/office0039_class02_0975.png,"[88, 26, 34, 34]",02
combinedAugmented/office0039_class83_0029.png,"[133, 35, 34, 34]",83
combinedAugmented/office0039_class32_0678.png,"[172, 114, 34, 34]",32
combinedAugmented/office0039_class60_0789.png,"[47, 28, 34, 34]",60
combinedAugmented/office0039_class36_0417.png,"[23, 103, 34, 34]",36
combinedAugmented/office0039_class61_0950.png,"[174, 173, 34, 34]",61
combinedAugmented/office0039_class84_0225.png,"[44, 112, 34, 34]",84
combinedAugmented/office0039_class76_0598.png,"[14, 126, 34, 34]",76
combinedAugmented/office0039_class91_0083.png,"[89, 170, 34, 34]",91
combinedAugmented/office0039_class10_0257.png,"[83, 45, 34, 34]",10
combinedAugmented/office0039_class17_0627.png,"[38, 37, 34, 34]",17
combinedAugmented/office0039_class81_0775.png,"[113, 134, 34, 34]",81
combinedAugmented/office0039_class85_0303.png,"[60, 23, 34, 34]",85
combinedAugmented/office0039_class79_0838.png,"[29, 10, 34, 34]",79
combinedAugmented/office0039_class67_0004.png,"[45, 127, 34, 34]",67
combinedAugmented/office0039_class12_0940.png,"[9, 23, 34, 34]",12
combinedAugmented/office0039_class73_0433.png,"[120, 131, 34, 34]",73
combinedAugmented/office0039_class44_0764.png,"[22, 174, 34, 34]",44
combinedAugmented/office0039_class88_0476.png,"[28, 102, 34, 34]",88
combinedAugmented/office0039_class53_0823.png,"[26, 1, 34, 34]",53
combinedAugmented/office0039_class96_0357.png,"[49, 92, 34, 34]",96
combinedAugmented/office0039_class05_0558.png,"[56, 170, 34, 34]",05
combinedAugmented/office0039_class54_0413.png,"[8, 185, 34, 34]",54
combinedAugmented/office0039_class27_0090.png,"[39, 111, 34, 34]",27
combinedAugmented/office0039_class68_0569.png,"[92, 129, 34, 34]",68
combinedAugmented/office0039_class21_0146.png,"[91, 115, 34, 34]",21
combinedAugmented/office0039_class28_0747.png,"[189, 175, 34, 34]",28
combinedAugmented/office0039_class93_0531.png,"[77, 32, 34, 34]",93
combinedAugmented/office0039_class34_0707.png,"[143, 103, 34, 34]",34
combinedAugmented/office0039_class58_0460.png,"[7, 124, 34, 34]",58
combinedAugmented/office0039_class74_0566.png,"[174, 172, 34, 34]",74
combinedAugmented/office0039_class50_0635.png,"[165, 4, 34, 34]",50
combinedAugmented/office0039_class18_0420.png,"[51, 95, 34, 34]",18
combinedAugmented/office0039_class70_0384.png,"[33, 32, 34, 34]",70
combinedAugmented/office0039_class13_0853.png,"[176, 112, 34, 34]",13
combinedAugmented/office0039_class43_0462.png,"[109, 28, 34, 34]",43
combinedAugmented/office0039_class78_0953.png,"[135, 24, 34, 34]",78
combinedAugmented/office0039_class01_0954.png,"[56, 141, 34, 34]",01
combinedAugmented/office0039_class42_0212.png,"[161, 139, 34, 34]",42
combinedAugmented/office0040_class20_0291.png,"[62, 135, 34, 34]",20
combinedAugmented/office0040_class07_0334.png,"[70, 178, 34, 34]",07
combinedAugmented/office0040_class00_0210.png,"[92, 26, 34, 34]",00
combinedAugmented/office0040_class52_0270.png,"[177, 183, 34, 34]",52
combinedAugmented/office0040_class16_0094.png,"[9, 111, 34, 34]",16
combinedAugmented/office0040_class57_0725.png,"[27, 11, 34, 34]",57
combinedAugmented/office0040_class49_0702.png,"[63, 54, 34, 34]",49
combinedAugmented/office0040_class80_0164.png,"[77, 88, 34, 34]",80
combinedAugmented/office0040_class71_0679.png,"[166, 183, 34, 34]",71
combinedAugmented/office0040_class39_0100.png,"[20, 58, 34, 34]",39
combinedAugmented/office0040_class92_0525.png,"[169, 150, 34, 34]",92
combinedAugmented/office0040_class19_0944.png,"[168, 16, 34, 34]",19
combinedAugmented/office0040_class75_0434.png,"[100, 169, 34, 34]",75
combinedAugmented/office0040_class26_0829.png,"[159, 32, 34, 34]",26
combinedAugmented/office0040_class46_0498.png,"[25, 95, 34, 34]",46
combinedAugmented/office0040_class06_0038.png,"[93, 34, 34, 34]",06
combinedAugmented/office0040_class72_0202.png,"[77, 107, 34, 34]",72
combinedAugmented/office0040_class35_0804.png,"[4, 44, 34, 34]",35
combinedAugmented/office0040_class65_0865.png,"[125, 106, 34, 34]",65
combinedAugmented/office0040_class37_0465.png,"[29, 53, 34, 34]",37
combinedAugmented/office0040_class03_0455.png,"[68, 87, 34, 34]",03
combinedAugmented/office0040_class55_0757.png,"[138, 71, 34, 34]",55
combinedAugmented/office0040_class86_0279.png,"[100, 187, 34, 34]",86
combinedAugmented/office0040_class69_0563.png,"[162, 138, 34, 34]",69
combinedAugmented/office0040_class77_0547.png,"[16, 56, 34, 34]",77
combinedAugmented/office0040_class25_0466.png,"[71, 146, 34, 34]",25
combinedAugmented/office0040_class38_0106.png,"[26, 109, 34, 34]",38
combinedAugmented/office0040_class89_0576.png,"[188, 41, 34, 34]",89
combinedAugmented/office0040_class33_0036.png,"[141, 20, 34, 34]",33
combinedAugmented/office0040_class15_0297.png,"[131, 87, 34, 34]",15
combinedAugmented/office0040_class41_0883.png,"[138, 166, 34, 34]",41
combinedAugmented/office0040_class23_0718.png,"[109, 189, 34, 34]",23
combinedAugmented/office0040_class29_0755.png,"[126, 122, 34, 34]",29
combinedAugmented/office0040_class63_0391.png,"[29, 98, 34, 34]",63
combinedAugmented/office0040_class94_0842.png,"[180, 134, 34, 34]",94
combinedAugmented/office0040_class98_0334.png,"[108, 83, 34, 34]",98
combinedAugmented/office0040_class48_0717.png,"[49, 117, 34, 34]",48
combinedAugmented/office0040_class22_0662.png,"[140, 100, 34, 34]",22
combinedAugmented/office0040_class40_0926.png,"[182, 170, 34, 34]",40
combinedAugmented/office0040_class11_0568.png,"[114, 159, 34, 34]",11
combinedAugmented/office0040_class97_0483.png,"[128, 94, 34, 34]",97
combinedAugmented/office0040_class51_0726.png,"[16, 38, 34, 34]",51
combinedAugmented/office0040_class82_0984.png,"[169, 41, 34, 34]",82
combinedAugmented/office0040_class62_0182.png,"[179, 170, 34, 34]",62
combinedAugmented/office0040_class04_0180.png,"[188, 85, 34, 34]",04
combinedAugmented/office0040_class47_0061.png,"[182, 31, 34, 34]",47
combinedAugmented/office0040_class24_0530.png,"[46, 44, 34, 34]",24
combinedAugmented/office0040_class66_0255.png,"[150, 178, 34, 34]",66
combinedAugmented/office0040_class59_0321.png,"[74, 77, 34, 34]",59
combinedAugmented/office0040_class64_0209.png,"[93, 57, 34, 34]",64
combinedAugmented/office0040_class87_0033.png,"[12, 151, 34, 34]",87
combinedAugmented/office0040_class90_0177.png,"[88, 24, 34, 34]",90
combinedAugmented/office0040_class99_0519.png,"[130, 3, 34, 34]",99
combinedAugmented/office0040_class45_0396.png,"[19, 95, 34, 34]",45
combinedAugmented/office0040_class31_0357.png,"[171, 65, 34, 34]",31
combinedAugmented/office0040_class14_0842.png,"[103, 96, 34, 34]",14
combinedAugmented/office0040_class08_0393.png,"[167, 160, 34, 34]",08
combinedAugmented/office0040_class56_0762.png,"[167, 38, 34, 34]",56
combinedAugmented/office0040_class95_0254.png,"[140, 76, 34, 34]",95
combinedAugmented/office0040_class30_0769.png,"[27, 101, 34, 34]",30
combinedAugmented/office0040_class09_0662.png,"[163, 87, 34, 34]",09
combinedAugmented/office0040_class02_0611.png,"[82, 136, 34, 34]",02
combinedAugmented/office0040_class83_0603.png,"[63, 47, 34, 34]",83
combinedAugmented/office0040_class32_0033.png,"[90, 6, 34, 34]",32
combinedAugmented/office0040_class60_0107.png,"[69, 120, 34, 34]",60
combinedAugmented/office0040_class36_0477.png,"[69, 136, 34, 34]",36
combinedAugmented/office0040_class61_0873.png,"[118, 8, 34, 34]",61
combinedAugmented/office0040_class84_0456.png,"[121, 156, 34, 34]",84
combinedAugmented/office0040_class76_0315.png,"[23, 35, 34, 34]",76
combinedAugmented/office0040_class91_0734.png,"[74, 111, 34, 34]",91
combinedAugmented/office0040_class10_0772.png,"[182, 154, 34, 34]",10
combinedAugmented/office0040_class17_0676.png,"[156, 64, 34, 34]",17
combinedAugmented/office0040_class81_0479.png,"[166, 30, 34, 34]",81
combinedAugmented/office0040_class85_0948.png,"[137, 48, 34, 34]",85
combinedAugmented/office0040_class79_0305.png,"[95, 93, 34, 34]",79
combinedAugmented/office0040_class67_0338.png,"[35, 31, 34, 34]",67
combinedAugmented/office0040_class12_0152.png,"[119, 54, 34, 34]",12
combinedAugmented/office0040_class73_0449.png,"[167, 114, 34, 34]",73
combinedAugmented/office0040_class44_0928.png,"[7, 71, 34, 34]",44
combinedAugmented/office0040_class88_0988.png,"[133, 111, 34, 34]",88
combinedAugmented/office0040_class53_0956.png,"[82, 121, 34, 34]",53
combinedAugmented/office0040_class96_0375.png,"[118, 163, 34, 34]",96
combinedAugmented/office0040_class05_0096.png,"[72, 100, 34, 34]",05
combinedAugmented/office0040_class54_0467.png,"[158, 59, 34, 34]",54
combinedAugmented/office0040_class27_0382.png,"[43, 87, 34, 34]",27
combinedAugmented/office0040_class68_0831.png,"[104, 4, 34, 34]",68
combinedAugmented/office0040_class21_0244.png,"[22, 115, 34, 34]",21
combinedAugmented/office0040_class28_0658.png,"[75, 75, 34, 34]",28
combinedAugmented/office0040_class93_0321.png,"[172, 181, 34, 34]",93
combinedAugmented/office0040_class34_0063.png,"[81, 176, 34, 34]",34
combinedAugmented/office0040_class58_0495.png,"[114, 12, 34, 34]",58
combinedAugmented/office0040_class74_0853.png,"[95, 142, 34, 34]",74
combinedAugmented/office0040_class50_0045.png,"[148, 96, 34, 34]",50
combinedAugmented/office0040_class18_0211.png,"[89, 110, 34, 34]",18
combinedAugmented/office0040_class70_0891.png,"[37, 10, 34, 34]",70
combinedAugmented/office0040_class13_0195.png,"[173, 125, 34, 34]",13
combinedAugmented/office0040_class43_0359.png,"[100, 17, 34, 34]",43
combinedAugmented/office0040_class78_0733.png,"[86, 11, 34, 34]",78
combinedAugmented/office0040_class01_0008.png,"[166, 176, 34, 34]",01
combinedAugmented/office0040_class42_0334.png,"[147, 146, 34, 34]",42
combinedAugmented/office0041_class20_0847.png,"[166, 121, 34, 34]",20
combinedAugmented/office0041_class07_0776.png,"[142, 23, 34, 34]",07
combinedAugmented/office0041_class00_0541.png,"[179, 100, 34, 34]",00
combinedAugmented/office0041_class52_0569.png,"[145, 189, 34, 34]",52
combinedAugmented/office0041_class16_0565.png,"[66, 147, 34, 34]",16
combinedAugmented/office0041_class57_0937.png,"[131, 99, 34, 34]",57
combinedAugmented/office0041_class49_0039.png,"[112, 2, 34, 34]",49
combinedAugmented/office0041_class80_0555.png,"[75, 32, 34, 34]",80
combinedAugmented/office0041_class71_0593.png,"[72, 146, 34, 34]",71
combinedAugmented/office0041_class39_0540.png,"[180, 95, 34, 34]",39
combinedAugmented/office0041_class92_0044.png,"[23, 42, 34, 34]",92
combinedAugmented/office0041_class19_0402.png,"[185, 120, 34, 34]",19
combinedAugmented/office0041_class75_0172.png,"[27, 57, 34, 34]",75
combinedAugmented/office0041_class26_0735.png,"[23, 79, 34, 34]",26
combinedAugmented/office0041_class46_0497.png,"[75, 176, 34, 34]",46
combinedAugmented/office0041_class06_0715.png,"[18, 124, 34, 34]",06
combinedAugmented/office0041_class72_0534.png,"[176, 95, 34, 34]",72
combinedAugmented/office0041_class35_0682.png,"[136, 147, 34, 34]",35
combinedAugmented/office0041_class65_0243.png,"[153, 60, 34, 34]",65
combinedAugmented/office0041_class37_0992.png,"[92, 28, 34, 34]",37
combinedAugmented/office0041_class03_0286.png,"[126, 173, 34, 34]",03
combinedAugmented/office0041_class55_0077.png,"[44, 75, 34, 34]",55
combinedAugmented/office0041_class86_0645.png,"[143, 60, 34, 34]",86
combinedAugmented/office0041_class69_0914.png,"[108, 164, 34, 34]",69
combinedAugmented/office0041_class77_0724.png,"[23, 39, 34, 34]",77
combinedAugmented/office0041_class25_0204.png,"[126, 113, 34, 34]",25
combinedAugmented/office0041_class38_0348.png,"[85, 17, 34, 34]",38
combinedAugmented/office0041_class89_0180.png,"[69, 51, 34, 34]",89
combinedAugmented/office0041_class33_0080.png,"[123, 100, 34, 34]",33
combinedAugmented/office0041_class15_0340.png,"[82, 183, 34, 34]",15
combinedAugmented/office0041_class41_0042.png,"[61, 14, 34, 34]",41
combinedAugmented/office0041_class23_0214.png,"[131, 83, 34, 34]",23
combinedAugmented/office0041_class29_0244.png,"[29, 89, 34, 34]",29
combinedAugmented/office0041_class63_0390.png,"[61, 33, 34, 34]",63
combinedAugmented/office0041_class94_0607.png,"[28, 101, 34, 34]",94
combinedAugmented/office0041_class98_0344.png,"[120, 111, 34, 34]",98
combinedAugmented/office0041_class48_0072.png,"[133, 153, 34, 34]",48
combinedAugmented/office0041_class22_0075.png,"[75, 44, 34, 34]",22
combinedAugmented/office0041_class40_0044.png,"[154, 55, 34, 34]",40
combinedAugmented/office0041_class11_0777.png,"[24, 92, 34, 34]",11
combinedAugmented/office0041_class97_0550.png,"[115, 186, 34, 34]",97
combinedAugmented/office0041_class51_0683.png,"[183, 137, 34, 34]",51
combinedAugmented/office0041_class82_0904.png,"[150, 135, 34, 34]",82
combinedAugmented/office0041_class62_0504.png,"[26, 114, 34, 34]",62
combinedAugmented/office0041_class04_0608.png,"[185, 151, 34, 34]",04
combinedAugmented/office0041_class47_0162.png,"[30, 94, 34, 34]",47
combinedAugmented/office0041_class24_0502.png,"[182, 30, 34, 34]",24
combinedAugmented/office0041_class66_0747.png,"[179, 138, 34, 34]",66
combinedAugmented/office0041_class59_0905.png,"[40, 61, 34, 34]",59
combinedAugmented/office0041_class64_0443.png,"[46, 84, 34, 34]",64
combinedAugmented/office0041_class87_0327.png,"[30, 11, 34, 34]",87
combinedAugmented/office0041_class90_0933.png,"[23, 146, 34, 34]",90
combinedAugmented/office0041_class99_0012.png,"[104, 173, 34, 34]",99
combinedAugmented/office0041_class45_0994.png,"[62, 71, 34, 34]",45
combinedAugmented/office0041_class31_0682.png,"[47, 16, 34, 34]",31
combinedAugmented/office0041_class14_0621.png,"[44, 60, 34, 34]",14
combinedAugmented/office0041_class08_0986.png,"[88, 41, 34, 34]",08
combinedAugmented/office0041_class56_0740.png,"[121, 118, 34, 34]",56
combinedAugmented/office0041_class95_0856.png,"[152, 116, 34, 34]",95
combinedAugmented/office0041_class30_0964.png,"[70, 181, 34, 34]",30
combinedAugmented/office0041_class09_0395.png,"[52, 120, 34, 34]",09
combinedAugmented/office0041_class02_0218.png,"[76, 170, 34, 34]",02
combinedAugmented/office0041_class83_0220.png,"[139, 35, 34, 34]",83
combinedAugmented/office0041_class32_0653.png,"[178, 135, 34, 34]",32
combinedAugmented/office0041_class60_0266.png,"[183, 167, 34, 34]",60
combinedAugmented/office0041_class36_0933.png,"[56, 40, 34, 34]",36
combinedAugmented/office0041_class61_0031.png,"[144, 151, 34, 34]",61
combinedAugmented/office0041_class84_0597.png,"[5, 175, 34, 34]",84
combinedAugmented/office0041_class76_0628.png,"[149, 162, 34, 34]",76
combinedAugmented/office0041_class91_0727.png,"[148, 153, 34, 34]",91
combinedAugmented/office0041_class10_0644.png,"[37, 167, 34, 34]",10
combinedAugmented/office0041_class17_0632.png,"[44, 42, 34, 34]",17
combinedAugmented/office0041_class81_0858.png,"[115, 85, 34, 34]",81
combinedAugmented/office0041_class85_0144.png,"[183, 183, 34, 34]",85
combinedAugmented/office0041_class79_0892.png,"[131, 42, 34, 34]",79
combinedAugmented/office0041_class67_0947.png,"[86, 170, 34, 34]",67
combinedAugmented/office0041_class12_0909.png,"[80, 21, 34, 34]",12
combinedAugmented/office0041_class73_0902.png,"[109, 170, 34, 34]",73
combinedAugmented/office0041_class44_0773.png,"[86, 72, 34, 34]",44
combinedAugmented/office0041_class88_0253.png,"[100, 151, 34, 34]",88
combinedAugmented/office0041_class53_0714.png,"[88, 172, 34, 34]",53
combinedAugmented/office0041_class96_0918.png,"[163, 110, 34, 34]",96
combinedAugmented/office0041_class05_0880.png,"[68, 189, 34, 34]",05
combinedAugmented/office0041_class54_0934.png,"[155, 54, 34, 34]",54
combinedAugmented/office0041_class27_0122.png,"[119, 74, 34, 34]",27
combinedAugmented/office0041_class68_0553.png,"[140, 147, 34, 34]",68
combinedAugmented/office0041_class21_0796.png,"[138, 50, 34, 34]",21
combinedAugmented/office0041_class28_0995.png,"[132, 38, 34, 34]",28
combinedAugmented/office0041_class93_0922.png,"[104, 148, 34, 34]",93
combinedAugmented/office0041_class34_0656.png,"[37, 6, 34, 34]",34
combinedAugmented/office0041_class58_0168.png,"[41, 18, 34, 34]",58
combinedAugmented/office0041_class74_0066.png,"[5, 38, 34, 34]",74
combinedAugmented/office0041_class50_0598.png,"[159, 55, 34, 34]",50
combinedAugmented/office0041_class18_0396.png,"[13, 22, 34, 34]",18
combinedAugmented/office0041_class70_0782.png,"[39, 45, 34, 34]",70
combinedAugmented/office0041_class13_0741.png,"[126, 156, 34, 34]",13
combinedAugmented/office0041_class43_0157.png,"[150, 28, 34, 34]",43
combinedAugmented/office0041_class78_0095.png,"[175, 143, 34, 34]",78
combinedAugmented/office0041_class01_0709.png,"[183, 111, 34, 34]",01
combinedAugmented/office0041_class42_0013.png,"[131, 165, 34, 34]",42
combinedAugmented/office0042_class20_0993.png,"[137, 77, 34, 34]",20
combinedAugmented/office0042_class07_0266.png,"[147, 67, 34, 34]",07
combinedAugmented/office0042_class00_0520.png,"[38, 168, 34, 34]",00
combinedAugmented/office0042_class52_0998.png,"[49, 152, 34, 34]",52
combinedAugmented/office0042_class16_0266.png,"[185, 24, 34, 34]",16
combinedAugmented/office0042_class57_0390.png,"[52, 5, 34, 34]",57
combinedAugmented/office0042_class49_0156.png,"[188, 156, 34, 34]",49
combinedAugmented/office0042_class80_0702.png,"[160, 35, 34, 34]",80
combinedAugmented/office0042_class71_0637.png,"[113, 32, 34, 34]",71
combinedAugmented/office0042_class39_0157.png,"[71, 117, 34, 34]",39
combinedAugmented/office0042_class92_0137.png,"[134, 99, 34, 34]",92
combinedAugmented/office0042_class19_0716.png,"[131, 68, 34, 34]",19
combinedAugmented/office0042_class75_0199.png,"[27, 43, 34, 34]",75
combinedAugmented/office0042_class26_0211.png,"[105, 135, 34, 34]",26
combinedAugmented/office0042_class46_0697.png,"[41, 167, 34, 34]",46
combinedAugmented/office0042_class06_0990.png,"[176, 158, 34, 34]",06
combinedAugmented/office0042_class72_0562.png,"[25, 172, 34, 34]",72
combinedAugmented/office0042_class35_0335.png,"[72, 23, 34, 34]",35
combinedAugmented/office0042_class65_0339.png,"[119, 176, 34, 34]",65
combinedAugmented/office0042_class37_0849.png,"[116, 149, 34, 34]",37
combinedAugmented/office0042_class03_0835.png,"[61, 100, 34, 34]",03
combinedAugmented/office0042_class55_0925.png,"[45, 113, 34, 34]",55
combinedAugmented/office0042_class86_0866.png,"[155, 159, 34, 34]",86
combinedAugmented/office0042_class69_0695.png,"[86, 70, 34, 34]",69
combinedAugmented/office0042_class77_0088.png,"[36, 127, 34, 34]",77
combinedAugmented/office0042_class25_0937.png,"[106, 165, 34, 34]",25
combinedAugmented/office0042_class38_0787.png,"[36, 56, 34, 34]",38
combinedAugmented/office0042_class89_0906.png,"[50, 92, 34, 34]",89
combinedAugmented/office0042_class33_0346.png,"[88, 76, 34, 34]",33
combinedAugmented/office0042_class15_0428.png,"[98, 76, 34, 34]",15
combinedAugmented/office0042_class41_0531.png,"[127, 11, 34, 34]",41
combinedAugmented/office0042_class23_0088.png,"[16, 87, 34, 34]",23
combinedAugmented/office0042_class29_0671.png,"[135, 117, 34, 34]",29
combinedAugmented/office0042_class63_0821.png,"[150, 165, 34, 34]",63
combinedAugmented/office0042_class94_0353.png,"[83, 3, 34, 34]",94
combinedAugmented/office0042_class98_0054.png,"[101, 171, 34, 34]",98
combinedAugmented/office0042_class48_0326.png,"[17, 9, 34, 34]",48
combinedAugmented/office0042_class22_0502.png,"[147, 103, 34, 34]",22
combinedAugmented/office0042_class40_0787.png,"[56, 59, 34, 34]",40
combinedAugmented/office0042_class11_0263.png,"[26, 52, 34, 34]",11
combinedAugmented/office0042_class97_0341.png,"[113, 177, 34, 34]",97
combinedAugmented/office0042_class51_0247.png,"[65, 90, 34, 34]",51
combinedAugmented/office0042_class82_0497.png,"[70, 50, 34, 34]",82
combinedAugmented/office0042_class62_0130.png,"[20, 92, 34, 34]",62
combinedAugmented/office0042_class04_0718.png,"[4, 102, 34, 34]",04
combinedAugmented/office0042_class47_0297.png,"[147, 37, 34, 34]",47
combinedAugmented/office0042_class24_0521.png,"[161, 88, 34, 34]",24
combinedAugmented/office0042_class66_0613.png,"[84, 172, 34, 34]",66
combinedAugmented/office0042_class59_0938.png,"[72, 146, 34, 34]",59
combinedAugmented/office0042_class64_0675.png,"[50, 115, 34, 34]",64
combinedAugmented/office0042_class87_0818.png,"[76, 48, 34, 34]",87
combinedAugmented/office0042_class90_0693.png,"[118, 43, 34, 34]",90
combinedAugmented/office0042_class99_0376.png,"[137, 87, 34, 34]",99
combinedAugmented/office0042_class45_0532.png,"[150, 78, 34, 34]",45
combinedAugmented/office0042_class31_0256.png,"[179, 94, 34, 34]",31
combinedAugmented/office0042_class14_0421.png,"[75, 14, 34, 34]",14
combinedAugmented/office0042_class08_0439.png,"[60, 148, 34, 34]",08
combinedAugmented/office0042_class56_0240.png,"[77, 182, 34, 34]",56
combinedAugmented/office0042_class95_0974.png,"[20, 162, 34, 34]",95
combinedAugmented/office0042_class30_0026.png,"[128, 152, 34, 34]",30
combinedAugmented/office0042_class09_0064.png,"[82, 91, 34, 34]",09
combinedAugmented/office0042_class02_0761.png,"[89, 21, 34, 34]",02
combinedAugmented/office0042_class83_0287.png,"[150, 70, 34, 34]",83
combinedAugmented/office0042_class32_0304.png,"[73, 123, 34, 34]",32
combinedAugmented/office0042_class60_0451.png,"[133, 186, 34, 34]",60
combinedAugmented/office0042_class36_0290.png,"[184, 78, 34, 34]",36
combinedAugmented/office0042_class61_0087.png,"[57, 187, 34, 34]",61
combinedAugmented/office0042_class84_0511.png,"[6, 173, 34, 34]",84
combinedAugmented/office0042_class76_0811.png,"[3, 38, 34, 34]",76
combinedAugmented/office0042_class91_0737.png,"[121, 104, 34, 34]",91
combinedAugmented/office0042_class10_0074.png,"[37, 88, 34, 34]",10
combinedAugmented/office0042_class17_0623.png,"[177, 53, 34, 34]",17
combinedAugmented/office0042_class81_0015.png,"[153, 36, 34, 34]",81
combinedAugmented/office0042_class85_0845.png,"[162, 150, 34, 34]",85
combinedAugmented/office0042_class79_0171.png,"[52, 91, 34, 34]",79
combinedAugmented/office0042_class67_0782.png,"[133, 101, 34, 34]",67
combinedAugmented/office0042_class12_0159.png,"[88, 72, 34, 34]",12
combinedAugmented/office0042_class73_0455.png,"[141, 46, 34, 34]",73
combinedAugmented/office0042_class44_0016.png,"[131, 181, 34, 34]",44
combinedAugmented/office0042_class88_0790.png,"[84, 149, 34, 34]",88
combinedAugmented/office0042_class53_0620.png,"[137, 101, 34, 34]",53
combinedAugmented/office0042_class96_0263.png,"[86, 173, 34, 34]",96
combinedAugmented/office0042_class05_0734.png,"[58, 46, 34, 34]",05
combinedAugmented/office0042_class54_0347.png,"[157, 167, 34, 34]",54
combinedAugmented/office0042_class27_0067.png,"[85, 180, 34, 34]",27
combinedAugmented/office0042_class68_0570.png,"[177, 37, 34, 34]",68
combinedAugmented/office0042_class21_0264.png,"[128, 29, 34, 34]",21
combinedAugmented/office0042_class28_0956.png,"[174, 134, 34, 34]",28
combinedAugmented/office0042_class93_0528.png,"[147, 32, 34, 34]",93
combinedAugmented/office0042_class34_0091.png,"[67, 94, 34, 34]",34
combinedAugmented/office0042_class58_0345.png,"[98, 153, 34, 34]",58
combinedAugmented/office0042_class74_0124.png,"[24, 19, 34, 34]",74
combinedAugmented/office0042_class50_0804.png,"[99, 125, 34, 34]",50
combinedAugmented/office0042_class18_0555.png,"[186, 71, 34, 34]",18
combinedAugmented/office0042_class70_0488.png,"[169, 140, 34, 34]",70
combinedAugmented/office0042_class13_0848.png,"[142, 135, 34, 34]",13
combinedAugmented/office0042_class43_0761.png,"[163, 137, 34, 34]",43
combinedAugmented/office0042_class78_0651.png,"[84, 101, 34, 34]",78
combinedAugmented/office0042_class01_0908.png,"[152, 117, 34, 34]",01
combinedAugmented/office0042_class42_0028.png,"[100, 114, 34, 34]",42
combinedAugmented/office0043_class20_0005.png,"[164, 135, 34, 34]",20
combinedAugmented/office0043_class07_0312.png,"[61, 16, 34, 34]",07
combinedAugmented/office0043_class00_0070.png,"[87, 176, 34, 34]",00
